Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Avg,Segment
12402.0,28,59,77347.5,3,3,3,333,3.0,Promising
12403.0,157,4,44374.5,1,1,2,112,1.3333333333333333,Lost
12404.0,318,1,4743.0,1,1,1,111,1.0,Lost
12406.0,35,61,223129.5,3,3,4,334,3.333333333333333,Big Spenders
12408.0,21,54,108916.5,3,3,3,333,3.0,Promising
12409.0,56,155,925996.5,2,4,4,244,3.333333333333333,Big Spenders
12410.0,138,14,24028.5,1,1,2,112,1.3333333333333333,Lost
12411.0,45,22,26017.5,3,2,2,322,2.333333333333333,Promising
12412.0,38,66,102753.75,3,3,3,333,3.0,Promising
12413.0,38,13,18101.25,3,1,1,311,1.6666666666666667,New Customers
12414.0,99,10,29250.0,2,1,2,212,1.6666666666666667,Lost
12415.0,11,212,1465788.0,4,4,4,444,4.0,Champions
12416.0,292,11,15192.0,1,1,1,111,1.0,Lost
12417.0,46,178,237585.75,3,4,4,344,3.6666666666666665,Loyal Customers
12418.0,49,68,101446.5,2,3,3,233,2.6666666666666665,At Risk
12419.0,21,25,37725.75,3,2,2,322,2.333333333333333,Promising
12421.0,51,20,21867.0,2,2,2,222,2.0,Lost
12422.0,30,133,332118.0,3,4,4,344,3.6666666666666665,Loyal Customers
12423.0,23,40,57231.0,3,3,3,333,3.0,Promising
12424.0,58,62,118430.25,2,3,4,234,3.0,Big Spenders
12425.0,84,55,72315.75,2,3,3,233,2.6666666666666665,At Risk
12426.0,298,47,57186.0,1,3,3,133,2.333333333333333,At Risk
12429.0,77,56,184050.75,2,3,4,234,3.0,Big Spenders
12431.0,45,156,300920.25,3,4,4,344,3.6666666666666665,Loyal Customers
12433.0,35,139,256370.25,3,4,4,344,3.6666666666666665,Loyal Customers
12434.0,17,20,22296.75,4,2,2,422,2.6666666666666665,Potential Loyalists
12435.0,32,76,457203.0,3,3,4,334,3.333333333333333,Big Spenders
12437.0,31,364,579899.25,3,4,4,344,3.6666666666666665,Loyal Customers
12439.0,318,72,86863.5,1,3,3,133,2.333333333333333,At Risk
12440.0,98,32,64440.0,2,2,3,223,2.333333333333333,Hibernating
12443.0,368,21,36398.25,1,2,2,122,1.6666666666666667,Lost
12445.0,56,20,22618.5,2,2,2,222,2.0,Lost
12449.0,46,10,57645.0,3,1,3,313,2.333333333333333,New Customers
12450.0,35,29,36774.0,3,2,2,322,2.333333333333333,Promising
12451.0,99,157,272577.0,2,4,4,244,3.333333333333333,Big Spenders
12454.0,31,25,986358.0,3,2,4,324,3.0,Big Spenders
12455.0,81,137,255981.75,2,4,4,244,3.333333333333333,Big Spenders
12457.0,71,22,47451.0,2,2,3,223,2.333333333333333,Hibernating
12458.0,63,46,62256.75,2,3,3,233,2.6666666666666665,At Risk
12459.0,241,23,34077.0,1,2,2,122,1.6666666666666667,Lost
12460.0,92,18,24498.75,2,2,2,222,2.0,Lost
12466.0,318,1,4254.75,1,1,1,111,1.0,Lost
12467.0,59,9,9960.0,2,1,1,211,1.3333333333333333,Lost
12468.0,162,112,220590.0,1,4,4,144,3.0,Big Spenders
12469.0,158,76,230290.5,1,3,4,134,2.6666666666666665,Big Spenders
12470.0,325,23,15896.25,1,2,1,121,1.3333333333333333,Lost
12471.0,10,677,1510480.5,4,4,4,444,4.0,Champions
12472.0,32,502,725788.5,3,4,4,344,3.6666666666666665,Loyal Customers
12474.0,14,286,378649.5,4,4,4,444,4.0,Champions
12475.0,45,25,31969.5,3,2,2,322,2.333333333333333,Promising
12476.0,32,283,547424.25,3,4,4,344,3.6666666666666665,Loyal Customers
12477.0,35,264,529247.25,3,4,4,344,3.6666666666666665,Loyal Customers
12480.0,35,88,163741.5,3,3,4,334,3.333333333333333,Big Spenders
12481.0,12,164,495426.75,4,4,4,444,4.0,Champions
12482.0,212,204,1776855.0,1,4,4,144,3.0,Big Spenders
12483.0,14,64,197670.0,4,3,4,434,3.6666666666666665,Potential Loyalists
12484.0,119,129,137132.25,2,4,4,244,3.333333333333333,Big Spenders
12485.0,165,34,53107.5,1,2,3,123,2.0,Hibernating
12486.0,67,49,77796.0,2,3,3,233,2.6666666666666665,At Risk
12487.0,366,2,21397.5,1,1,2,112,1.3333333333333333,Lost
12490.0,14,217,330428.25,4,4,4,444,4.0,Champions
12492.0,39,22,33900.0,3,2,2,322,2.333333333333333,Promising
12494.0,47,31,42687.75,3,2,2,322,2.333333333333333,Promising
12495.0,276,17,26805.0,1,2,2,122,1.6666666666666667,Lost
12496.0,256,13,4056.75,1,1,1,111,1.0,Lost
12497.0,36,43,390405.0,3,3,4,334,3.333333333333333,Big Spenders
12499.0,196,27,29529.0,1,2,2,122,1.6666666666666667,Lost
12500.0,71,85,127304.25,2,3,4,234,3.0,Big Spenders
12503.0,220,2,84450.0,1,1,3,113,1.6666666666666667,Hibernating
12504.0,53,11,22275.0,2,1,2,212,1.6666666666666667,Lost
12505.0,44,42,71640.0,3,3,3,333,3.0,Promising
12507.0,220,28,40443.75,1,2,2,122,1.6666666666666667,Lost
12510.0,95,112,314658.75,2,4,4,244,3.333333333333333,Big Spenders
12511.0,64,190,231301.5,2,4,4,244,3.333333333333333,Big Spenders
12514.0,277,33,43506.0,1,2,2,122,1.6666666666666667,Lost
12516.0,66,48,100242.0,2,3,3,233,2.6666666666666665,At Risk
12519.0,112,22,28927.5,2,2,2,222,2.0,Lost
12523.0,10,144,193678.5,4,4,4,444,4.0,Champions
12524.0,24,96,498029.25,3,4,4,344,3.6666666666666665,Loyal Customers
12525.0,134,60,73029.75,1,3,3,133,2.333333333333333,At Risk
12527.0,130,14,29010.0,1,1,2,112,1.3333333333333333,Lost
12529.0,164,21,23736.0,1,2,2,122,1.6666666666666667,Lost
12530.0,51,92,157273.5,2,4,4,244,3.333333333333333,Big Spenders
12531.0,322,110,135598.5,1,4,4,144,3.0,Big Spenders
12533.0,263,72,102591.75,1,3,3,133,2.333333333333333,At Risk
12537.0,44,43,54970.5,3,3,3,333,3.0,Promising
12538.0,14,13,20737.5,4,1,1,411,2.0,New Customers
12539.0,86,231,423480.0,2,4,4,244,3.333333333333333,Big Spenders
12540.0,14,293,664068.75,4,4,4,444,4.0,Champions
12542.0,120,39,36141.0,2,2,2,222,2.0,Lost
12543.0,84,43,73518.75,2,3,3,233,2.6666666666666665,At Risk
12547.0,136,13,13183.5,1,1,1,111,1.0,Lost
12549.0,211,49,118176.0,1,3,4,134,2.6666666666666665,Big Spenders
12553.0,21,47,68735.25,3,3,3,333,3.0,Promising
12554.0,84,26,35137.5,2,2,2,222,2.0,Lost
12555.0,318,1,9692.25,1,1,1,111,1.0,Lost
12557.0,68,20,457888.5,2,2,4,224,2.6666666666666665,Big Spenders
12562.0,21,39,88888.5,3,2,3,323,2.6666666666666665,Promising
12563.0,44,13,18693.0,3,1,1,311,1.6666666666666667,New Customers
12567.0,24,110,177465.0,3,4,4,344,3.6666666666666665,Loyal Customers
12568.0,280,5,5250.0,1,1,1,111,1.0,Lost
12570.0,318,1,5814.0,1,1,1,111,1.0,Lost
12573.0,17,91,41765.25,4,4,2,442,3.333333333333333,Loyal Customers
12575.0,93,38,46711.5,2,2,3,223,2.333333333333333,Hibernating
12576.0,28,54,62016.75,3,3,3,333,3.0,Promising
12577.0,17,155,74696.25,4,4,3,443,3.6666666666666665,Loyal Customers
12578.0,21,58,138595.5,3,3,4,334,3.333333333333333,Big Spenders
12580.0,212,34,47790.0,1,2,3,123,2.0,Hibernating
12582.0,58,81,110178.0,2,3,3,233,2.6666666666666665,At Risk
12583.0,9,219,537454.5,4,4,4,444,4.0,Champions
12586.0,10,83,139929.75,4,3,4,434,3.6666666666666665,Potential Loyalists
12588.0,35,36,55791.0,3,2,3,323,2.6666666666666665,Promising
12589.0,57,145,303673.5,2,4,4,244,3.333333333333333,Big Spenders
12591.0,26,43,67447.5,3,3,3,333,3.0,Promising
12592.0,155,63,160879.5,1,3,4,134,2.6666666666666665,Big Spenders
12594.0,14,81,131391.75,4,3,4,434,3.6666666666666665,Potential Loyalists
12595.0,140,19,22426.5,1,2,2,122,1.6666666666666667,Lost
12598.0,99,74,113325.75,2,3,3,233,2.6666666666666665,At Risk
12599.0,17,71,94810.5,4,3,3,433,3.333333333333333,Potential Loyalists
12600.0,11,66,177628.5,4,3,4,434,3.6666666666666665,Potential Loyalists
12601.0,40,6,7815.0,3,1,1,311,1.6666666666666667,New Customers
12605.0,12,76,92471.25,4,3,3,433,3.333333333333333,Potential Loyalists
12606.0,318,1,1575.0,1,1,1,111,1.0,Lost
12608.0,40,16,31184.25,3,1,2,312,2.0,New Customers
12609.0,10,115,173175.75,4,4,4,444,4.0,Champions
12613.0,24,174,261801.75,3,4,4,344,3.6666666666666665,Loyal Customers
12615.0,49,165,258734.25,2,4,4,244,3.333333333333333,Big Spenders
12616.0,24,22,31335.0,3,2,2,322,2.333333333333333,Promising
12619.0,196,10,10510.5,1,1,1,111,1.0,Lost
12621.0,12,289,796614.75,4,4,4,444,4.0,Champions
12623.0,52,155,258205.5,2,4,4,244,3.333333333333333,Big Spenders
12625.0,145,97,186079.5,1,4,4,144,3.0,Big Spenders
12629.0,21,45,116866.5,3,3,4,334,3.333333333333333,Big Spenders
12631.0,92,152,213080.25,2,4,4,244,3.333333333333333,Big Spenders
12632.0,156,35,60366.0,1,2,3,123,2.0,Hibernating
12633.0,18,205,263563.5,4,4,4,444,4.0,Champions
12634.0,171,20,36750.0,1,2,2,122,1.6666666666666667,Lost
12635.0,28,78,93092.25,3,3,3,333,3.0,Promising
12636.0,374,1,10575.0,1,1,1,111,1.0,Lost
12637.0,14,245,173880.75,4,4,4,444,4.0,Champions
12638.0,275,9,18735.0,1,1,1,111,1.0,Lost
12639.0,70,42,61970.25,2,3,3,233,2.6666666666666665,At Risk
12643.0,21,28,375433.5,3,2,4,324,3.0,Big Spenders
12644.0,66,80,108043.5,2,3,3,233,2.6666666666666665,At Risk
12645.0,45,87,132309.0,3,3,4,334,3.333333333333333,Big Spenders
12647.0,21,394,992454.75,3,4,4,344,3.6666666666666665,Loyal Customers
12648.0,73,44,59546.25,2,3,3,233,2.6666666666666665,At Risk
12649.0,18,87,125335.5,4,3,4,434,3.6666666666666665,Potential Loyalists
12651.0,14,21,19781.25,4,2,1,421,2.333333333333333,Potential Loyalists
12652.0,70,3,7278.750000000001,2,1,1,211,1.3333333333333333,Lost
12653.0,162,43,146323.5,1,3,4,134,2.6666666666666665,Big Spenders
12655.0,59,16,19601.25,2,1,1,211,1.3333333333333333,Lost
12656.0,61,121,176749.5,2,4,4,244,3.333333333333333,Big Spenders
12661.0,72,11,12150.0,2,1,1,211,1.3333333333333333,Lost
12662.0,17,161,215757.0,4,4,4,444,4.0,Champions
12663.0,260,10,17955.0,1,1,1,111,1.0,Lost
12664.0,150,8,89112.0,1,1,3,113,1.6666666666666667,Hibernating
12665.0,53,14,18795.0,2,1,1,211,1.3333333333333333,Lost
12666.0,30,31,93631.5,3,2,3,323,2.6666666666666665,Promising
12668.0,14,378,572814.75,4,4,4,444,4.0,Champions
12670.0,21,23,57318.0,3,2,3,323,2.6666666666666665,Promising
12671.0,242,45,196686.075,1,3,4,134,2.6666666666666665,Big Spenders
12672.0,231,12,15836.25,1,1,1,111,1.0,Lost
12673.0,37,32,46462.5,3,2,3,323,2.6666666666666665,Promising
12675.0,189,113,71887.5,1,4,3,143,2.6666666666666665,At Risk
12676.0,44,62,113377.5,3,3,3,333,3.0,Promising
12677.0,191,21,29632.5,1,2,2,122,1.6666666666666667,Lost
12678.0,11,211,1248954.0,4,4,4,444,4.0,Champions
12681.0,14,786,1203541.5,4,4,4,444,4.0,Champions
12682.0,21,465,800280.0,3,4,4,344,3.6666666666666665,Loyal Customers
12683.0,92,143,236784.75,2,4,4,244,3.333333333333333,Big Spenders
12687.0,116,126,160418.25,2,4,4,244,3.333333333333333,Big Spenders
12691.0,56,7,10095.0,2,1,1,211,1.3333333333333333,Lost
12692.0,273,13,8321.25,1,1,1,111,1.0,Lost
12693.0,32,40,63533.25,3,3,3,333,3.0,Promising
12694.0,57,46,73026.0,2,3,3,233,2.6666666666666665,At Risk
12695.0,164,32,61876.5,1,2,3,123,2.0,Hibernating
12696.0,70,49,63893.25,2,3,3,233,2.6666666666666665,At Risk
12698.0,226,16,25481.25,1,1,2,112,1.3333333333333333,Lost
12699.0,53,41,47858.25,2,3,3,233,2.6666666666666665,At Risk
12701.0,165,94,123652.5,1,4,4,144,3.0,Big Spenders
12703.0,269,53,54223.5,1,3,3,133,2.333333333333333,At Risk
12705.0,19,265,367035.75,3,4,4,344,3.6666666666666665,Loyal Customers
12708.0,40,139,180356.25,3,4,4,344,3.6666666666666665,Loyal Customers
12709.0,22,285,1562559.0,3,4,4,344,3.6666666666666665,Loyal Customers
12711.0,247,60,100428.75,1,3,3,133,2.333333333333333,At Risk
12712.0,35,123,174517.5,3,4,4,344,3.6666666666666665,Loyal Customers
12714.0,24,437,703863.75,3,4,4,344,3.6666666666666665,Loyal Customers
12717.0,226,16,20844.75,1,1,1,111,1.0,Lost
12720.0,47,125,150416.25,3,4,4,344,3.6666666666666665,Loyal Customers
12721.0,21,78,101771.25,3,3,3,333,3.0,Promising
12724.0,19,76,96458.25,3,3,3,333,3.0,Promising
12725.0,50,82,137922.0,2,3,4,234,3.0,Big Spenders
12726.0,23,55,105412.5,3,3,3,333,3.0,Promising
12727.0,78,64,127412.25,2,3,4,234,3.0,Big Spenders
12728.0,19,15,17538.0,3,1,1,311,1.6666666666666667,New Customers
12730.0,157,47,62193.75,1,3,3,133,2.333333333333333,At Risk
12731.0,78,119,515985.0,2,4,4,244,3.333333333333333,Big Spenders
12733.0,25,135,153069.0,3,4,4,344,3.6666666666666665,Loyal Customers
12734.0,10,15,39693.75,4,1,2,412,2.333333333333333,New Customers
12737.0,134,2,278287.5,1,1,4,114,2.0,Hibernating
12739.0,21,51,128526.75,3,3,4,334,3.333333333333333,Big Spenders
12741.0,165,16,30455.25,1,1,2,112,1.3333333333333333,Lost
12742.0,261,67,90114.0,1,3,3,133,2.333333333333333,At Risk
12744.0,95,117,302832.75,2,4,4,244,3.333333333333333,Big Spenders
12745.0,122,23,69405.75,1,2,3,123,2.0,Hibernating
12746.0,176,17,19091.25,1,2,1,121,1.3333333333333333,Lost
12747.0,24,147,354147.75,3,4,4,344,3.6666666666666665,Loyal Customers
12748.0,11,2263,1565873.25,4,4,4,444,4.0,Champions
12749.0,35,139,210486.0,3,4,4,344,3.6666666666666665,Loyal Customers
12751.0,80,62,20120.25,2,3,1,231,2.0,At Risk
12755.0,21,59,106823.25,3,3,3,333,3.0,Promising
12758.0,95,216,533373.75,2,4,4,244,3.333333333333333,Big Spenders
12759.0,22,207,261697.5,3,4,4,344,3.6666666666666665,Loyal Customers
12760.0,91,21,26085.0,2,2,2,222,2.0,Lost
12761.0,93,27,58721.25,2,2,3,223,2.333333333333333,Hibernating
12765.0,108,68,105343.5,2,3,3,233,2.6666666666666665,At Risk
12766.0,24,92,144702.0,3,4,4,344,3.6666666666666665,Loyal Customers
12767.0,11,43,71236.5,4,3,3,433,3.333333333333333,Potential Loyalists
12768.0,86,10,12651.75,2,1,1,211,1.3333333333333333,Lost
12770.0,92,16,142125.0,2,1,4,214,2.333333333333333,Hibernating
12771.0,121,15,21172.5,2,1,1,211,1.3333333333333333,Lost
12773.0,200,6,9318.75,1,1,1,111,1.0,Lost
12774.0,171,6,7402.5,1,1,1,111,1.0,Lost
12775.0,24,15,22506.0,3,1,2,312,2.0,New Customers
12776.0,303,4,4162.5,1,1,1,111,1.0,Lost
12777.0,93,26,38958.75,2,2,2,222,2.0,Lost
12778.0,32,64,71508.75,3,3,3,333,3.0,Promising
12779.0,28,120,186956.25,3,4,4,344,3.6666666666666665,Loyal Customers
12780.0,234,20,25305.0,1,2,2,122,1.6666666666666667,Lost
12782.0,10,124,171549.0,4,4,4,444,4.0,Champions
12784.0,165,72,92274.75,1,3,3,133,2.333333333333333,At Risk
12785.0,171,42,59133.75,1,3,3,133,2.333333333333333,At Risk
12786.0,245,18,54637.5,1,2,3,123,2.0,Hibernating
12787.0,49,24,29889.0,2,2,2,222,2.0,Lost
12788.0,99,26,33367.5,2,2,2,222,2.0,Lost
12789.0,148,4,13612.5,1,1,1,111,1.0,Lost
12790.0,46,16,20019.75,3,1,1,311,1.6666666666666667,New Customers
12791.0,28,26,50318.25,3,2,3,323,2.6666666666666665,Promising
12792.0,170,22,31985.25,1,2,2,122,1.6666666666666667,Lost
12793.0,37,20,25503.75,3,2,2,322,2.333333333333333,Promising
12796.0,264,7,28575.0,1,1,2,112,1.3333333333333333,Lost
12797.0,60,17,22353.75,2,2,2,222,2.0,Lost
12798.0,57,25,115041.75,2,2,3,223,2.333333333333333,Hibernating
12799.0,165,15,16451.25,1,1,1,111,1.0,Lost
12800.0,106,34,43818.75,2,2,2,222,2.0,Lost
12801.0,136,50,80386.5,1,3,3,133,2.333333333333333,At Risk
12802.0,78,113,149163.0,2,4,4,244,3.333333333333333,Big Spenders
12803.0,29,55,81960.75,3,3,3,333,3.0,Promising
12804.0,101,67,24526.5,2,3,2,232,2.333333333333333,At Risk
12805.0,17,58,107621.25,4,3,3,433,3.333333333333333,Potential Loyalists
12806.0,71,67,215922.0,2,3,4,234,3.0,Big Spenders
12807.0,19,16,24776.25,3,1,2,312,2.0,New Customers
12808.0,71,19,21978.75,2,2,2,222,2.0,Lost
12809.0,201,56,94997.25,1,3,3,133,2.333333333333333,At Risk
12810.0,170,32,40124.25,1,2,2,122,1.6666666666666667,Lost
12811.0,14,25,38928.75,4,2,2,422,2.6666666666666665,Potential Loyalists
12813.0,137,45,126585.0,1,3,4,134,2.6666666666666665,Big Spenders
12817.0,35,21,39370.5,3,2,2,322,2.333333333333333,Promising
12819.0,94,19,40539.0,2,2,2,222,2.0,Lost
12820.0,33,100,131038.5,3,4,4,344,3.6666666666666665,Loyal Customers
12821.0,247,7,9606.0,1,1,1,111,1.0,Lost
12823.0,30,13,355650.0,3,1,4,314,2.6666666666666665,New Customers
12825.0,157,24,38897.25,1,2,2,122,1.6666666666666667,Lost
12826.0,40,66,99452.25,3,3,3,333,3.0,Promising
12829.0,186,8,6922.500000000001,1,1,1,111,1.0,Lost
12831.0,99,13,17704.5,2,1,1,211,1.3333333333333333,Lost
12835.0,63,620,453248.25,2,4,4,244,3.333333333333333,Big Spenders
12836.0,25,239,297957.0,3,4,4,344,3.6666666666666665,Loyal Customers
12837.0,205,80,41573.25,1,3,2,132,2.0,At Risk
12838.0,23,241,174342.0,3,4,4,344,3.6666666666666665,Loyal Customers
12839.0,15,240,305827.5,4,4,4,444,4.0,Champions
12840.0,73,63,98640.0,2,3,3,233,2.6666666666666665,At Risk
12841.0,15,235,225925.5,4,4,4,444,4.0,Champions
12842.0,40,14,59925.0,3,1,3,313,2.333333333333333,New Customers
12843.0,18,118,366461.25,4,4,4,444,4.0,Champions
12844.0,78,51,24198.0,2,3,2,232,2.333333333333333,At Risk
12846.0,318,1,1168.5,1,1,1,111,1.0,Lost
12847.0,23,35,57402.0,3,2,3,323,2.6666666666666665,Promising
12848.0,311,16,15600.0,1,1,1,111,1.0,Lost
12849.0,17,97,152975.25,4,4,4,444,4.0,Champions
12850.0,81,2,24750.0,2,1,2,212,1.6666666666666667,Lost
12851.0,113,30,11171.25,2,2,1,221,1.6666666666666667,Lost
12853.0,63,70,146280.0,2,3,4,234,3.0,Big Spenders
12854.0,197,155,125214.0,1,4,4,144,3.0,Big Spenders
12855.0,30,64,43105.5,3,3,2,332,2.6666666666666665,Promising
12857.0,72,75,193620.0,2,3,4,234,3.0,Big Spenders
12858.0,19,49,13344.0,3,3,1,331,2.333333333333333,Promising
12859.0,94,21,43132.5,2,2,2,222,2.0,Lost
12860.0,329,17,4160.25,1,2,1,121,1.3333333333333333,Lost
12861.0,255,4,5118.75,1,1,1,111,1.0,Lost
12862.0,61,133,75624.0,2,4,3,243,3.0,At Risk
12863.0,15,43,170351.25,4,3,4,434,3.6666666666666665,Potential Loyalists
12864.0,144,4,11433.75,1,1,1,111,1.0,Lost
12865.0,14,100,131643.0,4,4,4,444,4.0,Champions
12866.0,110,37,50117.25,2,2,3,223,2.333333333333333,Hibernating
12867.0,33,525,290735.25,3,4,4,344,3.6666666666666665,Loyal Customers
12868.0,16,27,32752.5,4,2,2,422,2.6666666666666665,Potential Loyalists
12869.0,317,37,25325.25,1,2,2,122,1.6666666666666667,Lost
12870.0,11,93,125771.25,4,4,4,444,4.0,Champions
12871.0,75,7,27253.5,2,1,2,212,1.6666666666666667,Lost
12872.0,19,332,203024.25,3,4,4,344,3.6666666666666665,Loyal Customers
12873.0,33,31,123997.5,3,2,4,324,3.0,Big Spenders
12874.0,21,48,71131.5,3,3,3,333,3.0,Promising
12875.0,107,6,76032.0,2,1,3,213,2.0,Hibernating
12876.0,30,85,139782.75,3,3,4,334,3.333333333333333,Big Spenders
12877.0,37,123,106455.0,3,4,3,343,3.333333333333333,Loyal Customers
12880.0,17,36,48009.75,4,2,3,423,3.0,Potential Loyalists
12887.0,19,13,16680.0,3,1,1,311,1.6666666666666667,New Customers
12889.0,17,25,28909.5,4,2,2,422,2.6666666666666665,Potential Loyalists
12890.0,23,57,25260.0,3,3,2,332,2.6666666666666665,Promising
12891.0,94,8,38212.5,2,1,2,212,1.6666666666666667,Lost
12892.0,32,18,19753.5,3,2,1,321,2.0,Promising
12894.0,211,21,11801.25,1,2,1,121,1.3333333333333333,Lost
12897.0,17,10,22331.25,4,1,2,412,2.333333333333333,New Customers
12898.0,99,32,23322.0,2,2,2,222,2.0,Lost
12899.0,49,17,27480.0,2,2,2,222,2.0,Lost
12900.0,58,13,25524.75,2,1,2,212,1.6666666666666667,Lost
12903.0,64,41,62514.75,2,3,3,233,2.6666666666666665,At Risk
12905.0,212,54,76381.5,1,3,3,133,2.333333333333333,At Risk
12907.0,31,25,38168.25,3,2,2,322,2.333333333333333,Promising
12908.0,16,3,76950.0,4,1,3,413,2.6666666666666665,New Customers
12909.0,60,67,69339.0,2,3,3,233,2.6666666666666665,At Risk
12910.0,15,62,204111.0,4,3,4,434,3.6666666666666665,Potential Loyalists
12911.0,187,248,126035.25,1,4,4,144,3.0,Big Spenders
12913.0,16,42,284970.75,4,3,4,434,3.6666666666666665,Potential Loyalists
12914.0,36,9,16798.5,3,1,1,311,1.6666666666666667,New Customers
12915.0,108,38,45858.75,2,2,3,223,2.333333333333333,Hibernating
12916.0,78,77,123590.25,2,3,4,234,3.0,Big Spenders
12917.0,36,48,282390.0,3,3,4,334,3.333333333333333,Big Spenders
12918.0,262,1,821512.5,1,1,4,114,2.0,Hibernating
12920.0,207,32,24289.5,1,2,2,122,1.6666666666666667,Lost
12921.0,21,779,1398461.25,3,4,4,344,3.6666666666666665,Loyal Customers
12923.0,26,33,45967.5,3,2,3,323,2.6666666666666665,Promising
12924.0,29,44,115177.5,3,3,3,333,3.0,Promising
12925.0,228,5,2646.0,1,1,1,111,1.0,Lost
12926.0,47,274,116134.5,3,4,4,344,3.6666666666666665,Loyal Customers
12927.0,30,11,14798.25,3,1,1,311,1.6666666666666667,New Customers
12928.0,14,95,168164.25,4,4,4,444,4.0,Champions
12931.0,16,136,3771853.5,4,4,4,444,4.0,Champions
12932.0,175,95,127392.0,1,4,4,144,3.0,Big Spenders
12933.0,16,190,80962.5,4,4,3,443,3.6666666666666665,Loyal Customers
12934.0,372,2,13623.75,1,1,1,111,1.0,Lost
12935.0,11,125,156237.0,4,4,4,444,4.0,Champions
12937.0,99,97,119500.5,2,4,4,244,3.333333333333333,Big Spenders
12939.0,15,39,1026225.0,4,3,4,434,3.6666666666666665,Potential Loyalists
12941.0,360,27,28311.75,1,2,2,122,1.6666666666666667,Lost
12943.0,194,25,37237.5,1,2,2,122,1.6666666666666667,Lost
12945.0,292,28,32787.0,1,2,2,122,1.6666666666666667,Lost
12946.0,72,20,24333.75,2,2,2,222,2.0,Lost
12948.0,366,9,18936.0,1,1,1,111,1.0,Lost
12949.0,18,500,851961.0,4,4,4,444,4.0,Champions
12951.0,22,131,161223.75,3,4,4,344,3.6666666666666665,Loyal Customers
12953.0,158,31,37422.0,1,2,2,122,1.6666666666666667,Lost
12954.0,274,10,12183.75,1,1,1,111,1.0,Lost
12956.0,320,23,31036.5,1,2,2,122,1.6666666666666667,Lost
12957.0,177,252,351707.25,1,4,4,144,3.0,Big Spenders
12958.0,36,57,40461.75,3,3,2,332,2.6666666666666665,Promising
12959.0,120,8,11321.25,2,1,1,211,1.3333333333333333,Lost
12960.0,49,70,99155.25,2,3,3,233,2.6666666666666665,At Risk
12961.0,15,40,15899.25,4,3,1,431,2.6666666666666665,Potential Loyalists
12963.0,71,79,103437.0,2,3,3,233,2.6666666666666665,At Risk
12964.0,73,26,9918.0,2,2,1,221,1.6666666666666667,Lost
12967.0,19,46,95821.5,3,3,3,333,3.0,Promising
